comp_1,comp_2,target
1455.9721116590695,304.20438285672105,1
-535.0467771545906,-2533.4169872059174,1
1070.556346343562,1025.152832579101,3
407.58141139461253,-359.7344789130824,1
-2236.4301709611527,-1633.6154999412834,0
-140.84153047104962,-1030.3740342763485,1
79.85212324849334,-62.88980854502179,1
-1714.472735861515,-594.85492069173,0
897.657528209413,224.50650576416157,1
1325.0515749823783,-638.6709874505725,1
208.23828348338438,-112.33548364074926,0
228.34974596320288,76.37955634549716,3
657.5355966164551,-2061.6799534909974,1
859.9775957220204,125.94937013999476,2
2240.125650277066,403.48967532941003,1
-1097.2583157389563,1395.3140490485437,2
560.0613693368947,887.0797459366156,1
-327.2587119496694,715.7908257261466,3
421.3115446044464,108.76751340398314,1
445.7575383197861,92.90455594918927,3
2121.491506079609,839.3533623879716,3
-563.6595963681261,45.03064891902789,2
822.0057708407663,-348.7535638092511,1
-815.9408488976961,-371.25713519569274,0
-1231.9220942465868,-2457.906387123549,1
-632.7695757238065,-495.0780781534666,0
-1283.7626351192896,4896.345213991837,2
7.914750963738839,158.54523500405415,3
2407.393224683858,618.2473356427083,3
-1266.4775708310492,-1114.04074682066,0
1631.2065469276606,383.5780961079873,3
1702.0394428433235,402.935375490179,3
5870.005189554773,1345.9201363286431,3
-709.7958009332714,-415.3574910182089,2
-949.5861226102544,-670.1499147412765,0
1233.4788980576564,179.55167401900934,3
-1445.1321346049442,-862.6426660719063,0
-2100.130578963081,-708.2413109358095,2
2009.413913434557,446.40547474777065,3
13451.88559188314,4135.524743246484,3
-1224.4074906780977,-734.10482344691,0
828.8233570253159,-79.07503058067003,1
-1179.718983930489,-561.3858901792901,2
-1279.0048354845655,-191.72035461104895,2
-1419.3127331754433,-512.1820475961282,2
146.75870091081364,-444.71399456801004,1
-207.24187128820276,3355.9277704635097,2
2077.958668776305,1076.1874791962896,1
490.0106870749139,1202.0396468790755,3
-203.28213986115043,172.61796952585388,2
-2193.513321742289,-755.1013593304406,2
-960.0237230365011,-460.9073940664737,0
1156.56923310922,260.0678685843294,3
401.50480550400397,-21.470492823340614,3
1386.4795028161707,2139.7691217661372,2
-1772.4757278170855,-1195.2094628710186,0
656.2581893055349,20.133352220031664,3
-1774.8182578499982,6400.619531148667,2
417.5260820974327,-58.355805434019686,1
-1000.8551856439999,-233.1527797325205,2
-1025.6109953042912,-918.5728755462477,0
2120.1251559391453,718.5392241342831,3
-1379.4908622595233,-409.3161269123397,2
-764.6164559473078,-289.0386674815002,0
1665.1881237969808,524.310728662187,3
-2120.1209360712414,-990.2847786195085,0
-730.9061739183443,-780.0820934717364,0
462.0010123372949,532.5690996667266,3
465.8529547234817,280.4293301988389,3
576.4634630799858,314.97397687108474,3
34.66392514723978,277.5723453097397,1
-180.13622095226083,-1254.184455006356,1
928.5803263672018,673.8108561957787,3
487.8279439871586,252.65878729438333,3
459.13917026736243,-136.93218330225244,1
1117.18155153954,202.50560593478136,3
-572.1682664110343,1076.911926939325,2
232.57140562028584,-600.9234613935859,1
1817.6583958420026,594.324948538412,3
218.72213584998556,-90.6745025569753,3
-1954.7028789799133,-2575.011164914119,1
304.7522849921165,-137.71939854691266,1
-51.085527535116235,90.66313316833558,2
451.57513542015477,-73.80349194445236,3
-667.0528367557441,-390.97850154699927,0
-1240.2313088468907,-770.7448665095612,0
-1987.2501191754363,-2818.3129998835684,0
-1033.9318300091363,245.06874760768414,2
-1017.1958643985073,-262.4211103726826,0
-1153.4416366914472,-1621.0353542587468,0
-1804.9229302384315,-421.37649838480735,2
1222.1157987988636,370.48165600354974,1
724.3974811542821,294.90927741051445,3
-1766.631892652245,-720.7800301160871,0
505.15305804506426,124.07414667557437,0
-2112.395190321965,-416.7577080598784,2
-588.8195184293294,-227.3522359770526,2
207.62514696592515,-190.45082120478853,0
1837.9061302330292,689.1431838371819,3
491.51364695800544,222.96025489816336,3
-556.3221872286858,209.06211061172823,2
989.6030340777472,394.8601951308075,3
-764.0195800436819,-740.0284272190452,0
923.6104412642795,473.4417459365276,3
-442.2079042759576,-1049.225927862388,1
1487.4652195047531,642.3672663683341,1
1632.6748700185647,545.1112922979811,3
2222.397931706245,718.8542891812051,3
825.7236894875755,156.4484548981107,3
736.2640572375184,166.84772989541688,1
-56.95551301563291,177.30317198186523,1
-1008.4346087828173,1999.6653336971383,2
-963.7662742518237,7500.0079724178395,2
-880.5929521354727,871.1948702793059,2
-1397.021904542355,-363.45693535893776,2
10.425287335240947,-198.6597410583334,1
-1884.54603932553,-816.9160269745007,2
904.3682080559947,308.39694950569674,3
